repo_name,time,dataset_source,ever_treated,is_treatment,is_treatment_dynamic,event,post_event,time_to_event,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,cursor,commits,lines_added,lines_removed,contributors,matched_as_control,matched_treatment_repos,match_ranks,matched_periods,sonarqube_latest_commit,ncloc_raw,bugs_raw,vulnerabilities_raw,code_smells_raw,duplicated_lines_density_raw,comment_lines_density_raw,cognitive_complexity_raw,technical_debt_raw,ncloc,bugs,vulnerabilities,code_smells,duplicated_lines_density,comment_lines_density,cognitive_complexity,technical_debt,static_analysis_warnings,duplicate_line_density,code_complexity,warnings_per_kloc,complexity_per_kloc,code_smells_per_kloc,sonarqube_any_raw_metric_missing,sonarqube_all_raw_metrics_missing,sonarqube_ncloc_zero,sonarqube_static_warnings_missing,sonarqube_duplicate_density_missing,sonarqube_cognitive_complexity_missing,sonarqube_quality_outcomes_complete,log_static_analysis_warnings,log_code_complexity,log_technical_debt,log_ncloc,log_bugs,log_vulnerabilities,log_code_smells,log_warnings_per_kloc,log_complexity_per_kloc,log_code_smells_per_kloc,did_duplicate_repo_time_source_key,analysis_ready_core_quality,analysis_ready_quality_rates,analysis_ready_did_base,analysis_ready_quality_did
1mrat/cursor-taskrunner,2024-08,treatment,1,1,1,2024-08,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,4,264,8,1,,,,,53d6ca106d0525b5eec3d03eba2406488da0ddcd,209.0,1.0,0.0,1.0,0.0,5.9,28.0,5.0,209.0,1.0,0.0,1.0,0.0,5.9,28.0,5.0,2.0,0.0,28.0,9.569377990430622,133.9712918660287,4.784688995215311,0,0,0,0,0,0,1,1.0986122886681096,3.3672958299864737,1.791759469228055,5.3471075307174685,0.6931471805599453,0.0,0.6931471805599453,2.357960951455306,4.905062102980375,1.7552145986499816,0,1,1,1,1
Anemll/Anemll,2025-02,treatment,1,1,1,2025-02,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,8,2742,701,2,,,,,d3b2e3660c0657ab643b68a0513b4b5ab443c04c,3990.0,4.0,0.0,72.0,22.3,24.8,1013.0,427.0,3990.0,4.0,0.0,72.0,22.3,24.8,1013.0,427.0,76.0,22.3,1013.0,19.04761904761905,253.8847117794486,18.045112781954888,0,0,0,0,0,0,1,4.343805421853684,6.921658184151128,6.059123195581797,8.291797105048733,1.6094379124341003,0.0,4.290459441148391,2.9981103959589586,5.540811332256753,2.946810521779921,0,1,1,1,1
Anemll/Anemll,2025-04,treatment,1,1,1,2025-02,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,5,23138,423,2,,,,,d175746c2ffbabd0a0e4491212c0ef0a501d9848,4093.0,4.0,0.0,71.0,20.1,25.2,1064.0,425.0,4093.0,4.0,0.0,71.0,20.1,25.2,1064.0,425.0,75.0,20.1,1064.0,18.32396774981676,259.95602247740044,17.346689469826533,0,0,0,0,0,0,1,4.330733340286331,6.970730078143525,6.05443934626937,8.317277766221235,1.6094379124341003,0.0,4.276666119016055,2.9613461777721564,5.564351896870433,2.9094491478609954,0,1,1,1,1
Anemll/Anemll,2025-05,treatment,1,1,0,2025-02,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,1,2,2,1,,,,,4bfa0b08183a437e759798f2245bbcba2313521f,4093.0,4.0,0.0,71.0,20.1,25.2,1064.0,425.0,4093.0,4.0,0.0,71.0,20.1,25.2,1064.0,425.0,75.0,20.1,1064.0,18.32396774981676,259.95602247740044,17.346689469826533,0,0,0,0,0,0,1,4.330733340286331,6.970730078143525,6.05443934626937,8.317277766221235,1.6094379124341003,0.0,4.276666119016055,2.9613461777721564,5.564351896870433,2.9094491478609954,0,1,1,1,1
Anemll/Anemll,2025-06,treatment,1,1,1,2025-02,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,65,91287,9154,3,,,,,b0ea623eaac791a0803849c4f35ef8357f98935b,18458.0,8.0,0.0,176.0,16.9,19.1,4188.0,1490.0,18458.0,8.0,0.0,176.0,16.9,19.1,4188.0,1490.0,184.0,16.9,4188.0,9.96857731065121,226.8934879185177,9.535160905840286,0,0,0,0,0,0,1,5.220355825078324,8.340217320947035,7.307202314764738,9.8233073354086,2.197224577336219,0.0,5.176149732573829,2.3950345767839107,5.428878361549914,2.354718320593742,0,1,1,1,1
Anemll/Anemll,2025-07,treatment,1,1,0,2025-02,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,1,5389,567,1,,,,,6ecb10d7dfe90533af13ac23c825ca76aab0c56e,21444.0,9.0,1.0,233.0,23.4,19.4,5144.0,2097.0,21444.0,9.0,1.0,233.0,23.4,19.4,5144.0,2097.0,243.0,23.4,5144.0,11.331841074426414,239.8806192874464,10.865510166013804,0,0,0,0,0,0,1,5.497168225293201,8.545780648268149,7.6487397889562425,9.973246796950981,2.3025850929940455,0.6931471805599453,5.455321115357701,2.5121846226903286,5.4843014551077625,2.4736358865203583,0,1,1,1,1
Apocrathia/home-assistant-config,2024-01,treatment,1,0,0,2025-02,0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,5,32,22,1,,,,,bbe44a43577ec4c93304b6303bf7604710f10533,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,0.0,0.0,6.0,0.0,125.0,0.0,0,0,0,0,0,0,1,0.0,1.9459101490553132,0.0,3.8918202981106265,0.0,0.0,0.0,0.0,4.836281906951478,0.0,0,1,1,1,1
Apocrathia/home-assistant-config,2024-02,treatment,1,0,0,2025-02,0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,1,1,1,,,,,26904b6524e3139a36005bd9d482feb396099c25,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,0.0,0.0,6.0,0.0,125.0,0.0,0,0,0,0,0,0,1,0.0,1.9459101490553132,0.0,3.8918202981106265,0.0,0.0,0.0,0.0,4.836281906951478,0.0,0,1,1,1,1
Apocrathia/home-assistant-config,2024-03,treatment,1,0,0,2025-02,0,-11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,3,14,147,1,,,,,8a82eda5ceac8dc9bc217ca0985392aceff8fcd4,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,0.0,0.0,6.0,0.0,125.0,0.0,0,0,0,0,0,0,1,0.0,1.9459101490553132,0.0,3.8918202981106265,0.0,0.0,0.0,0.0,4.836281906951478,0.0,0,1,1,1,1
Apocrathia/home-assistant-config,2024-04,treatment,1,0,0,2025-02,0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,6,108,40,1,,,,,a47d24eaa2e788005bda981bc81601dc1324825e,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,48.0,0.0,0.0,0.0,0.0,28.4,6.0,0.0,0.0,0.0,6.0,0.0,125.0,0.0,0,0,0,0,0,0,1,0.0,1.9459101490553132,0.0,3.8918202981106265,0.0,0.0,0.0,0.0,4.836281906951478,0.0,0,1,1,1,1
