excluded_top_treatment_repositories,excluded_treatment_repository_names,time_to_event,input_commit_pairs,eligible_commit_pairs,python_file_change_audits,current_blob_attempts,parent_blob_attempts,blob_parse_attempts,parse_exclusion_records,current_file_parse_exclusions,parent_file_parse_exclusions,commit_pairs_with_parse_exclusions,repository_months,repository_months_with_parse_exclusions,unique_blob_revisions_attempted,unique_excluded_blob_revisions,repository_month_parse_exclusion_rate,commit_pair_parse_exclusion_rate,current_file_parse_exclusion_rate,parent_file_parse_exclusion_rate,blob_parse_exclusion_record_rate,unique_blob_parse_exclusion_rate
0,,8.0,398,341,693,693,638,1331,0,0,0,0,5,0,1224,0,0.0,0.0,0.0,0.0,0.0,0.0
0,,9.0,159,122,300,300,266,566,0,0,0,0,3,0,515,0,0.0,0.0,0.0,0.0,0.0,0.0
0,,10.0,390,294,844,844,761,1605,0,0,0,0,3,0,1472,0,0.0,0.0,0.0,0.0,0.0,0.0
0,,11.0,54,54,50,50,47,97,0,0,0,0,1,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,-14.0,746,692,1349,1349,1190,2539,3,2,1,3,14,2,2461,3,0.14285714285714285,0.004335260115606936,0.0014825796886582653,0.0008403361344537816,0.0011815675462780622,0.001219016659894352
1,allthingslinux/tux,-13.0,2743,2667,4922,4922,4537,9459,3,1,2,3,17,1,9214,2,0.058823529411764705,0.0011248593925759281,0.0002031694433157253,0.00044081992506061276,0.0003171582619727244,0.00021706099413935315
1,allthingslinux/tux,-12.0,2691,2599,8691,8691,8252,16943,4,2,2,4,20,2,16787,3,0.1,0.0015390534821085034,0.00023012311586698885,0.0002423654871546292,0.00023608569910877649,0.0001787097158515518
1,allthingslinux/tux,-11.0,2755,2675,6563,6563,5981,12544,1,1,0,1,20,1,12246,1,0.05,0.00037383177570093456,0.00015236934328813042,0.0,7.971938775510203e-05,8.165931732810714e-05
1,allthingslinux/tux,-10.0,3209,3103,6728,6728,6194,12922,2,1,1,2,21,2,12713,2,0.09523809523809523,0.0006445375443119562,0.00014863258026159333,0.00016144656118824668,0.00015477480266212662,0.0001573192794777
1,allthingslinux/tux,-9.0,3137,3015,6122,6122,5715,11837,0,0,0,0,29,0,11446,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,-8.0,3182,2984,6546,6546,5968,12514,4,2,2,4,30,2,12220,2,0.06666666666666667,0.0013404825737265416,0.00030553009471432935,0.0003351206434316354,0.000319642000958926,0.00016366612111292964
1,allthingslinux/tux,-7.0,3729,3536,7439,7439,6818,14257,0,0,0,0,30,0,13840,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,-6.0,2853,2710,6384,6384,5677,12061,5,4,1,3,30,2,11599,5,0.06666666666666667,0.001107011070110701,0.0006265664160401002,0.00017614937466971993,0.0004145593234391841,0.0004310716441072506
1,allthingslinux/tux,-5.0,3230,3100,6392,6392,5761,12153,0,0,0,0,32,0,11710,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,-4.0,3089,2964,5347,5347,4747,10094,1,1,0,1,34,1,9854,1,0.029411764705882353,0.00033738191632928474,0.0001870207593042828,0.0,9.906875371507826e-05,0.00010148163182463974
1,allthingslinux/tux,-3.0,3016,2924,5784,5784,4563,10347,4,3,1,4,39,2,9896,4,0.05128205128205128,0.0013679890560875513,0.0005186721991701245,0.00021915406530791147,0.0003865854837150865,0.0004042037186742118
1,allthingslinux/tux,-2.0,3233,3057,5672,5672,5041,10713,4,4,0,4,41,1,10359,4,0.024390243902439025,0.0013084723585214263,0.0007052186177715092,0.0,0.0003733781387099785,0.0003861376580751038
1,allthingslinux/tux,-1.0,4752,4495,7443,7443,6094,13537,4,2,2,4,52,2,12925,4,0.038461538461538464,0.0008898776418242492,0.0002687088539567379,0.0003281916639317361,0.0002954864445593558,0.0003094777562862669
1,allthingslinux/tux,0.0,8232,7766,15947,15947,13064,29011,26,20,6,22,99,7,26119,23,0.0707070707070707,0.0028328611898017,0.0012541543864049663,0.00045927740355174526,0.0008962117817379614,0.0008805850147402274
1,allthingslinux/tux,1.0,7165,6693,10421,10421,9129,19550,22,20,2,22,70,5,18414,20,0.07142857142857142,0.0032870162856715973,0.001919201612129354,0.00021908204622631176,0.001125319693094629,0.001086130118388183
1,allthingslinux/tux,2.0,5581,5120,9278,9278,8142,17420,23,16,7,23,59,5,16625,18,0.0847457627118644,0.0044921875,0.0017245095925846087,0.0008597396217145664,0.001320321469575201,0.0010827067669172932
1,allthingslinux/tux,3.0,4388,4095,7826,7826,6665,14491,5,5,0,5,58,2,13952,5,0.034482758620689655,0.001221001221001221,0.000638895987733197,0.0,0.00034504175005175625,0.00035837155963302754
1,allthingslinux/tux,4.0,4912,4653,9527,9527,8303,17830,16,12,4,16,54,5,17303,14,0.09259259259259259,0.003438641736514077,0.0012595780413561456,0.0004817535830422739,0.00089736399326977,0.000809108247124776
1,allthingslinux/tux,5.0,5597,5186,13534,13534,12373,25907,10,4,6,10,47,4,25276,8,0.0851063829787234,0.0019282684149633628,0.0002955519432540269,0.0004849268568657561,0.000385996062840159,0.0003165057762304162
1,allthingslinux/tux,6.0,3016,2857,11965,11965,11289,23254,5,3,2,5,17,3,22889,4,0.17647058823529413,0.0017500875043752187,0.0002507312996239031,0.0001771636105943839,0.00021501677130816204,0.00017475643322119796
1,allthingslinux/tux,7.0,925,746,1468,1468,1319,2787,6,4,2,5,9,1,2488,5,0.1111111111111111,0.006702412868632708,0.0027247956403269754,0.001516300227445034,0.002152852529601722,0.0020096463022508037
1,allthingslinux/tux,8.0,398,341,693,693,638,1331,0,0,0,0,5,0,1224,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,9.0,159,122,300,300,266,566,0,0,0,0,3,0,515,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,10.0,390,294,844,844,761,1605,0,0,0,0,3,0,1472,0,0.0,0.0,0.0,0.0,0.0,0.0
1,allthingslinux/tux,11.0,54,54,50,50,47,97,0,0,0,0,1,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,-14.0,746,692,1349,1349,1190,2539,3,2,1,3,14,2,2461,3,0.14285714285714285,0.004335260115606936,0.0014825796886582653,0.0008403361344537816,0.0011815675462780622,0.001219016659894352
2,allthingslinux/tux;getsentry/sentry,-13.0,1384,1310,2199,2199,1954,4153,3,1,2,3,16,1,3970,2,0.0625,0.0022900763358778627,0.00045475216007276033,0.0010235414534288639,0.0007223693715386468,0.0005037783375314861
2,allthingslinux/tux;getsentry/sentry,-12.0,1456,1366,2385,2385,2102,4487,4,2,2,4,19,2,4358,3,0.10526315789473684,0.0029282576866764276,0.0008385744234800838,0.0009514747859181732,0.0008914642299977714,0.0006883891693437356
2,allthingslinux/tux;getsentry/sentry,-11.0,1401,1322,3395,3395,2940,6335,1,1,0,1,19,1,6086,1,0.05263157894736842,0.0007564296520423601,0.0002945508100147275,0.0,0.00015785319652722967,0.00016431153466973383
2,allthingslinux/tux;getsentry/sentry,-10.0,1767,1664,3453,3453,3081,6534,2,1,1,2,20,2,6344,2,0.1,0.001201923076923077,0.0002896032435563278,0.0003245699448231094,0.00030609121518212427,0.00031525851197982345
2,allthingslinux/tux;getsentry/sentry,-9.0,1751,1630,2780,2780,2512,5292,0,0,0,0,28,0,4982,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,-8.0,1951,1755,3495,3495,3052,6547,4,2,2,4,29,2,6284,2,0.06896551724137931,0.002279202279202279,0.0005722460658082976,0.000655307994757536,0.0006109668550481136,0.00031826861871419476
2,allthingslinux/tux;getsentry/sentry,-7.0,2394,2203,4090,4090,3616,7706,0,0,0,0,29,0,7343,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,-6.0,1842,1700,3883,3883,3289,7172,5,4,1,3,29,2,6743,5,0.06896551724137931,0.0017647058823529412,0.0010301313417460727,0.0003040437823046519,0.0006971556051310652,0.0007415097137772505
2,allthingslinux/tux;getsentry/sentry,-5.0,2153,2024,4125,4125,3644,7769,0,0,0,0,31,0,7361,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,-4.0,1847,1723,3064,3064,2585,5649,1,1,0,1,33,1,5421,1,0.030303030303030304,0.0005803830528148578,0.00032637075718015666,0.0,0.0001770224818551956,0.00018446781036709093
2,allthingslinux/tux;getsentry/sentry,-3.0,1987,1897,4044,4044,3004,7048,4,3,1,4,38,2,6611,4,0.05263157894736842,0.0021085925144965737,0.000741839762611276,0.00033288948069241014,0.0005675368898978433,0.000605052185751021
2,allthingslinux/tux;getsentry/sentry,-2.0,2322,2149,4234,4234,3688,7922,4,4,0,4,40,1,7581,4,0.025,0.0018613308515588647,0.000944733112895607,0.0,0.0005049229992426155,0.0005276348766653475
2,allthingslinux/tux;getsentry/sentry,-1.0,3344,3089,5327,5327,4152,9479,4,2,2,4,51,2,8878,4,0.0392156862745098,0.0012949174490126255,0.00037544584193730055,0.0004816955684007707,0.00042198544150226817,0.0004505519261094841
2,allthingslinux/tux;getsentry/sentry,0.0,6829,6364,13890,13890,11109,24999,26,20,6,22,98,7,22121,23,0.07142857142857142,0.0034569453174104338,0.0014398848092152627,0.0005401026194977045,0.0010400416016640667,0.001039735997468469
2,allthingslinux/tux;getsentry/sentry,1.0,5388,4917,7873,7873,6807,14680,7,5,2,7,69,4,13622,5,0.057971014492753624,0.0014236322961155175,0.0006350819255683983,0.00029381519024533566,0.0004768392370572207,0.0003670532961385993
2,allthingslinux/tux;getsentry/sentry,2.0,3600,3140,6070,6070,5156,11226,22,15,7,22,58,4,10469,17,0.06896551724137931,0.0070063694267515925,0.002471169686985173,0.0013576415826221878,0.0019597363263851772,0.0016238418187028369
2,allthingslinux/tux;getsentry/sentry,3.0,2795,2504,5633,5633,4628,10261,5,5,0,5,57,2,9736,5,0.03508771929824561,0.001996805111821086,0.0008876264867743654,0.0,0.00048728194133125426,0.000513557929334429
2,allthingslinux/tux;getsentry/sentry,4.0,3174,2918,6939,6939,5931,12870,12,8,4,12,53,4,12366,10,0.07547169811320754,0.00411240575736806,0.0011529038766392853,0.0006744225257123588,0.0009324009324009324,0.0008086689309396733
2,allthingslinux/tux;getsentry/sentry,5.0,3781,3371,7417,7417,6446,13863,8,2,6,8,46,3,13245,6,0.06521739130434782,0.002373183031741323,0.00026965080221113657,0.000930809804529941,0.0005770756690471038,0.00045300113250283127
2,allthingslinux/tux;getsentry/sentry,6.0,1814,1656,6069,6069,5592,11661,3,1,2,3,16,2,11317,2,0.125,0.0018115942028985507,0.00016477179106936892,0.000357653791130186,0.0002572678157962439,0.00017672528055138288
2,allthingslinux/tux;getsentry/sentry,7.0,925,746,1468,1468,1319,2787,6,4,2,5,9,1,2488,5,0.1111111111111111,0.006702412868632708,0.0027247956403269754,0.001516300227445034,0.002152852529601722,0.0020096463022508037
2,allthingslinux/tux;getsentry/sentry,8.0,398,341,693,693,638,1331,0,0,0,0,5,0,1224,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,9.0,159,122,300,300,266,566,0,0,0,0,3,0,515,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,10.0,390,294,844,844,761,1605,0,0,0,0,3,0,1472,0,0.0,0.0,0.0,0.0,0.0,0.0
2,allthingslinux/tux;getsentry/sentry,11.0,54,54,50,50,47,97,0,0,0,0,1,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-14.0,746,692,1349,1349,1190,2539,3,2,1,3,14,2,2461,3,0.14285714285714285,0.004335260115606936,0.0014825796886582653,0.0008403361344537816,0.0011815675462780622,0.001219016659894352
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-13.0,1384,1310,2199,2199,1954,4153,3,1,2,3,16,1,3970,2,0.0625,0.0022900763358778627,0.00045475216007276033,0.0010235414534288639,0.0007223693715386468,0.0005037783375314861
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-12.0,1456,1366,2385,2385,2102,4487,4,2,2,4,19,2,4358,3,0.10526315789473684,0.0029282576866764276,0.0008385744234800838,0.0009514747859181732,0.0008914642299977714,0.0006883891693437356
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-11.0,1401,1322,3395,3395,2940,6335,1,1,0,1,19,1,6086,1,0.05263157894736842,0.0007564296520423601,0.0002945508100147275,0.0,0.00015785319652722967,0.00016431153466973383
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-10.0,1767,1664,3453,3453,3081,6534,2,1,1,2,20,2,6344,2,0.1,0.001201923076923077,0.0002896032435563278,0.0003245699448231094,0.00030609121518212427,0.00031525851197982345
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-9.0,1641,1527,2572,2572,2342,4914,0,0,0,0,27,0,4648,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-8.0,1914,1722,3442,3442,3003,6445,4,2,2,4,28,2,6197,2,0.07142857142857142,0.0023228803716608595,0.0005810575246949448,0.000666000666000666,0.0006206361520558572,0.00032273680813296756
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-7.0,2385,2195,4062,4062,3589,7651,0,0,0,0,28,0,7290,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-6.0,1773,1649,3662,3662,3166,6828,5,4,1,3,28,2,6425,5,0.07142857142857142,0.0018192844147968466,0.0010922992900054614,0.0003158559696778269,0.0007322788517867604,0.0007782101167315176
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-5.0,2088,1972,4030,4030,3554,7584,0,0,0,0,30,0,7204,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-4.0,1807,1695,2957,2957,2525,5482,1,1,0,1,32,1,5261,1,0.03125,0.0005899705014749262,0.00033818058843422386,0.0,0.00018241517694272163,0.00019007793195210037
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-3.0,1970,1881,4029,4029,2989,7018,4,3,1,4,37,2,6584,4,0.05405405405405406,0.002126528442317916,0.0007446016381236039,0.00033456005352960856,0.0005699629524080935,0.0006075334143377885
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-2.0,2293,2125,4163,4163,3623,7786,4,4,0,4,39,1,7445,4,0.02564102564102564,0.0018823529411764706,0.0009608455440787893,0.0,0.0005137426149499101,0.0005372733378106112
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,-1.0,3326,3074,5279,5279,4106,9385,4,2,2,4,50,2,8787,4,0.04,0.0013012361743656475,0.00037885963250615644,0.0004870920603994155,0.0004262120404901438,0.00045521793558666213
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,0.0,6789,6326,13759,13759,10996,24755,26,20,6,22,97,7,21903,23,0.07216494845360824,0.0034777110338286435,0.0014535940111926739,0.0005456529647144416,0.001050292870127247,0.0010500844633155276
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,1.0,5300,4835,7637,7637,6587,14224,5,3,2,5,68,3,13215,3,0.04411764705882353,0.001034126163391934,0.00039282440748985203,0.0003036283588887202,0.0003515185601799775,0.00022701475595913735
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,2.0,3540,3094,5942,5942,5041,10983,16,9,7,16,57,3,10264,11,0.05263157894736842,0.005171299288946348,0.0015146415348367553,0.0013886133703630231,0.001456796867886734,0.0010717069368667187
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,3.0,2770,2480,5572,5572,4569,10141,3,3,0,3,56,1,9628,3,0.017857142857142856,0.0012096774193548388,0.0005384063173007897,0.0,0.00029582881372645697,0.0003115911923556294
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,4.0,3143,2887,6827,6827,5823,12650,10,6,4,10,52,3,12167,8,0.057692307692307696,0.0034638032559750607,0.0008788633367511352,0.0006869311351537008,0.0007905138339920949,0.0006575162324319882
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,5.0,3728,3318,7296,7296,6337,13633,7,2,5,7,45,2,13028,5,0.044444444444444446,0.002109704641350211,0.00027412280701754384,0.0007890168849613382,0.0005134599867967432,0.00038378876266502914
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,6.0,1749,1596,5908,5908,5435,11343,3,1,2,3,15,2,11039,2,0.13333333333333333,0.0018796992481203006,0.00016926201760324982,0.0003679852805887764,0.0002644802962179318,0.00018117583114412537
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,7.0,870,696,1298,1298,1172,2470,0,0,0,0,8,0,2206,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,8.0,367,310,582,582,531,1113,0,0,0,0,4,0,1023,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,9.0,159,122,300,300,266,566,0,0,0,0,3,0,515,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,10.0,390,294,844,844,761,1605,0,0,0,0,3,0,1472,0,0.0,0.0,0.0,0.0,0.0,0.0
3,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs,11.0,54,54,50,50,47,97,0,0,0,0,1,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-14.0,746,692,1349,1349,1190,2539,3,2,1,3,14,2,2461,3,0.14285714285714285,0.004335260115606936,0.0014825796886582653,0.0008403361344537816,0.0011815675462780622,0.001219016659894352
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-13.0,1384,1310,2199,2199,1954,4153,3,1,2,3,16,1,3970,2,0.0625,0.0022900763358778627,0.00045475216007276033,0.0010235414534288639,0.0007223693715386468,0.0005037783375314861
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-12.0,1456,1366,2385,2385,2102,4487,4,2,2,4,19,2,4358,3,0.10526315789473684,0.0029282576866764276,0.0008385744234800838,0.0009514747859181732,0.0008914642299977714,0.0006883891693437356
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-11.0,1401,1322,3395,3395,2940,6335,1,1,0,1,19,1,6086,1,0.05263157894736842,0.0007564296520423601,0.0002945508100147275,0.0,0.00015785319652722967,0.00016431153466973383
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-10.0,1767,1664,3453,3453,3081,6534,2,1,1,2,20,2,6344,2,0.1,0.001201923076923077,0.0002896032435563278,0.0003245699448231094,0.00030609121518212427,0.00031525851197982345
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-9.0,1638,1524,2553,2553,2338,4891,0,0,0,0,26,0,4629,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-8.0,1866,1675,3382,3382,2958,6340,2,1,1,2,27,1,6120,1,0.037037037037037035,0.0011940298507462687,0.00029568302779420464,0.0003380662609871535,0.0003154574132492114,0.0001633986928104575
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-7.0,2197,2008,3705,3705,3258,6963,0,0,0,0,27,0,6758,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-6.0,1764,1640,3641,3641,3145,6786,5,4,1,3,27,2,6391,5,0.07407407407407407,0.001829268292682927,0.0010985992859104642,0.0003179650238473768,0.0007368110816386678,0.0007823501799405414
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-5.0,1966,1851,3837,3837,3375,7212,0,0,0,0,29,0,6888,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-4.0,1770,1659,2852,2852,2432,5284,0,0,0,0,31,0,5083,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-3.0,1886,1801,3667,3667,2731,6398,2,1,1,2,35,1,6049,2,0.02857142857142857,0.001110494169905608,0.0002727024815925825,0.0003661662394727206,0.00031259768677711783,0.00033063316250619935
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-2.0,2096,1943,3747,3747,3288,7035,0,0,0,0,37,0,6761,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,-1.0,3166,2926,4876,4876,3751,8627,2,1,1,2,49,1,8080,2,0.02040816326530612,0.000683526999316473,0.00020508613617719443,0.00026659557451346307,0.0002318303002202388,0.00024752475247524753
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,0.0,6448,6011,12796,12796,10125,22921,20,14,6,16,95,6,20245,17,0.06315789473684211,0.0026617867243387125,0.0010940919037199124,0.0005925925925925926,0.000872562279132673,0.0008397135095085206
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,1.0,4916,4501,7127,7127,6156,13283,2,1,1,2,66,1,12361,1,0.015151515151515152,0.00044434570095534326,0.00014031149151115475,0.00016244314489928524,0.00015056839569374387,8.08996035919424e-05
