repo_name,status,target_dir,note
0xAquaWolf/portfolio,failed,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/0xAquaWolf_portfolio,Cloning into '/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/0xAquaWolf_portfolio'... remote: Repository not found. fatal: repository 'https://github.com/0xAquaWolf/portfolio.git/' not found
0xfrankz/Kaas,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/0xfrankz_Kaas,already_has_git_dir
0xsend/sendapp,failed,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/0xsend_sendapp,Cloning into '/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/0xsend_sendapp'... remote: Repository not found. fatal: repository 'https://github.com/0xsend/sendapp.git/' not found
AIDC-AI/ComfyUI-Copilot,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/AIDC-AI_ComfyUI-Copilot,already_has_git_dir
AdirD/nestjs-context-logger,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/AdirD_nestjs-context-logger,already_has_git_dir
AlbertoBasalo/ng-lab,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/AlbertoBasalo_ng-lab,already_has_git_dir
Alezander9/WiiWork,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Alezander9_WiiWork,already_has_git_dir
AnEntrypoint/apptoapp,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/AnEntrypoint_apptoapp,already_has_git_dir
Ashref-dev/entretien-ai,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Ashref-dev_entretien-ai,already_has_git_dir
AudiusProject/audius-protocol,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/AudiusProject_audius-protocol,already_has_git_dir
Automattic/wp-calypso,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Automattic_wp-calypso,already_has_git_dir
Bistutu/FluentRead,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Bistutu_FluentRead,already_has_git_dir
CodeGuide-dev/codeguide-starter-lite,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/CodeGuide-dev_codeguide-starter-lite,already_has_git_dir
Comfy-Org/ComfyUI_frontend,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Comfy-Org_ComfyUI_frontend,already_has_git_dir
Comfy-Org/desktop,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Comfy-Org_desktop,already_has_git_dir
Comfy-Org/litegraph.js,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Comfy-Org_litegraph.js,already_has_git_dir
Coyenn/personal-site,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Coyenn_personal-site,already_has_git_dir
Cunninger/grok-remain-count,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Cunninger_grok-remain-count,already_has_git_dir
Dankovk/browser-use-node,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Dankovk_browser-use-node,already_has_git_dir
Darlley/saas-admin,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Darlley_saas-admin,already_has_git_dir
David-Sola/AIGaming,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/David-Sola_AIGaming,already_has_git_dir
Dhravya/mcp-durable-object-client,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/Dhravya_mcp-durable-object-client,already_has_git_dir
DiscourseGraphs/discourse-graph,skipped_existing,/home/user1-system12/project-workspace/ai_code_complexity_study_jsts/ai_code_complexity_study_jsts_repo_dataset/DiscourseGraphs_discourse-graph,already_has_git_dir
